"COPidName","pd_2019_P","DataPackCode","DataPackFilename","DataPackTabName","indicator","numeratorDenom","Modality","KeyPop","KnownNewStatus","NewExistingART","Indication","TBStatus","pregBF","VMMCTechnique","Age","AggregatedAge","AggregatedAgeFlag","Sex","HIVStatus","otherDisagg","IMPATT"
"PMTCT_EID|N|TA|||||||||<= 2 months|<15||||","U2cxjWQVlBV.TRTNKzpystS","D_pmtct_eid_u02_ta","DisaggTool","Already Alloc Targets","PMTCT_EID","N","","","","","","","","","<= 2 months","<15","","","","",FALSE
"PMTCT_EID|N|TA|||||||||2 - 12 months|<15||||","U2cxjWQVlBV.El4ysmXTL9r","D_pmtct_eid_0212mo_ta","DisaggTool","Already Alloc Targets","PMTCT_EID","N","","","","","","","","","2 - 12 months","<15","","","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||<10|<15||Female||","l7M8cLykXri.lOY7nBKgG2H","pmtct_stat_D_u10_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","<10","<15","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||10-14|<15||Female||","l7M8cLykXri.tfLs2DP45Ls","pmtct_stat_D_1014_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","10-14","<15","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||15-19|15+||Female||","l7M8cLykXri.PYDtXtMwEBg","pmtct_stat_D_1519_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","15-19","15+","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||20-24|15+||Female||","l7M8cLykXri.BNxBrkZHoIj","pmtct_stat_D_2024_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","20-24","15+","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||25-29|15+||Female||","l7M8cLykXri.obKeFKv2IAj","pmtct_stat_D_2529_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","25-29","15+","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||30-34|15+||Female||","l7M8cLykXri.RPkPQhCnMAg","pmtct_stat_D_3034_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","30-34","15+","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||35-39|15+||Female||","l7M8cLykXri.tfDXz04qcnR","pmtct_stat_D_3539_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","35-39","15+","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||40-49|15+||Female||","l7M8cLykXri.q3Vh5y7ALgr","pmtct_stat_D_4049_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","40-49","15+","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||50+|15+||Female||","l7M8cLykXri.fV5tEN9m3a0","pmtct_stat_D_o50_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","50+","15+","","Female","","",FALSE
"PMTCT_STAT|D|DSD|||||||Pregnant||Unknown Age|Unknown Age||Female||","l7M8cLykXri.F7J23OynwjS","pmtct_stat_D_unk_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","Unknown Age","Unknown Age","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||<10|<15||Female||","wQSpKSqwbft.lOY7nBKgG2H","pmtct_stat_D_u10_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","<10","<15","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||10-14|<15||Female||","wQSpKSqwbft.tfLs2DP45Ls","pmtct_stat_D_1014_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","10-14","<15","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||15-19|15+||Female||","wQSpKSqwbft.PYDtXtMwEBg","pmtct_stat_D_1519_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","15-19","15+","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||20-24|15+||Female||","wQSpKSqwbft.BNxBrkZHoIj","pmtct_stat_D_2024_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","20-24","15+","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||25-29|15+||Female||","wQSpKSqwbft.obKeFKv2IAj","pmtct_stat_D_2529_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","25-29","15+","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||30-34|15+||Female||","wQSpKSqwbft.RPkPQhCnMAg","pmtct_stat_D_3034_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","30-34","15+","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||35-39|15+||Female||","wQSpKSqwbft.tfDXz04qcnR","pmtct_stat_D_3539_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","35-39","15+","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||40-49|15+||Female||","wQSpKSqwbft.q3Vh5y7ALgr","pmtct_stat_D_4049_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","40-49","15+","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||50+|15+||Female||","wQSpKSqwbft.fV5tEN9m3a0","pmtct_stat_D_o50_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","50+","15+","","Female","","",FALSE
"PMTCT_STAT|D|TA|||||||Pregnant||Unknown Age|Unknown Age||Female||","wQSpKSqwbft.F7J23OynwjS","pmtct_stat_D_unk_f_ta","DisaggTool","PMTCT","PMTCT_STAT","D","","","","","","","Pregnant","","Unknown Age","Unknown Age","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||<10|<15||Female||","D4uSdql2rez.lOY7nBKgG2H","pmtct_stat_u10_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","<10","<15","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant|||||Female||","M5m4zQMsdX5.Jwb1SWomgpk","D_pmtct_stat_fy19_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","","","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||10-14|<15||Female||","D4uSdql2rez.tfLs2DP45Ls","pmtct_stat_1014_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","10-14","<15","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||15-19|15+||Female||","D4uSdql2rez.PYDtXtMwEBg","pmtct_stat_1519_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","15-19","15+","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||20-24|15+||Female||","D4uSdql2rez.BNxBrkZHoIj","pmtct_stat_2024_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","20-24","15+","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||25-29|15+||Female||","D4uSdql2rez.obKeFKv2IAj","pmtct_stat_2529_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","25-29","15+","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||30-34|15+||Female||","D4uSdql2rez.RPkPQhCnMAg","pmtct_stat_3034_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","30-34","15+","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||35-39|15+||Female||","D4uSdql2rez.tfDXz04qcnR","pmtct_stat_3539_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","35-39","15+","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||40-49|15+||Female||","D4uSdql2rez.q3Vh5y7ALgr","pmtct_stat_4049_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","40-49","15+","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||50+|15+||Female||","D4uSdql2rez.fV5tEN9m3a0","pmtct_stat_o50_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","50+","15+","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||||||Pregnant||Unknown Age|Unknown Age||Female||","D4uSdql2rez.F7J23OynwjS","pmtct_stat_unk_f_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","Unknown Age","Unknown Age","","Female","","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||<10|<15||Female|Positive|","DryHBpMNduU.oFLXPRHztBa","pmtct_stat_u10_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","<10","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||10-14|<15||Female|Positive|","DryHBpMNduU.FATw338XdmD","pmtct_stat_1014_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","10-14","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||15-19|15+||Female|Positive|","DryHBpMNduU.CQz1usv1yjJ","pmtct_stat_1519_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","15-19","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||20-24|15+||Female|Positive|","DryHBpMNduU.aluqwhKuVku","pmtct_stat_2024_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","20-24","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||25-29|15+||Female|Positive|","DryHBpMNduU.FpFccVUBck2","pmtct_stat_2529_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","25-29","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||30-34|15+||Female|Positive|","DryHBpMNduU.DCzXQHdDxVw","pmtct_stat_3034_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","30-34","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||35-39|15+||Female|Positive|","DryHBpMNduU.ZWq488MmrC3","pmtct_stat_3539_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","35-39","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||40-49|15+||Female|Positive|","DryHBpMNduU.h3amvGuBO0Z","pmtct_stat_4049_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","40-49","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||50+|15+||Female|Positive|","DryHBpMNduU.ZfcrlkZli5n","pmtct_stat_o50_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","50+","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||Known||||Pregnant||Unknown Age|Unknown Age||Female|Positive|","DryHBpMNduU.Tnh49iSr4Pj","pmtct_stat_unk_f_known_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||<10|<15||Female|Negative|","DryHBpMNduU.I4Cl85U5Jph","pmtct_stat_u10_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","<10","<15","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||<10|<15||Female|Positive|","DryHBpMNduU.y4ZlJeQNJnE","pmtct_stat_u10_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","<10","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||10-14|<15||Female|Negative|","DryHBpMNduU.Wjm2Jejaqh2","pmtct_stat_1014_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","10-14","<15","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||10-14|<15||Female|Positive|","DryHBpMNduU.PpWt03yRclQ","pmtct_stat_1014_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","10-14","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||15-19|15+||Female|Negative|","DryHBpMNduU.Cn4g5a16slF","pmtct_stat_1519_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","15-19","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||15-19|15+||Female|Positive|","DryHBpMNduU.bGJGYyYer7f","pmtct_stat_1519_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","15-19","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||20-24|15+||Female|Negative|","DryHBpMNduU.aPB9hvARz8F","pmtct_stat_2024_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","20-24","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||20-24|15+||Female|Positive|","DryHBpMNduU.Dvi71PYwhYc","pmtct_stat_2024_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","20-24","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||25-29|15+||Female|Negative|","DryHBpMNduU.NV4yIC2I2Zt","pmtct_stat_2529_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","25-29","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||25-29|15+||Female|Positive|","DryHBpMNduU.fvRK9QqWpCE","pmtct_stat_2529_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","25-29","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||30-34|15+||Female|Negative|","DryHBpMNduU.Gjv6YSoO3Og","pmtct_stat_3034_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","30-34","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||30-34|15+||Female|Positive|","DryHBpMNduU.YyHmJqtHB03","pmtct_stat_3034_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","30-34","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||35-39|15+||Female|Negative|","DryHBpMNduU.SvEiWh2HosA","pmtct_stat_3539_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","35-39","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||35-39|15+||Female|Positive|","DryHBpMNduU.EiAbsj5GHgc","pmtct_stat_3539_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","35-39","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||40-49|15+||Female|Negative|","DryHBpMNduU.l1f04B314eL","pmtct_stat_4049_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","40-49","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||40-49|15+||Female|Positive|","DryHBpMNduU.Z6bJbrEQUjl","pmtct_stat_4049_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","40-49","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||50+|15+||Female|Negative|","DryHBpMNduU.eX5GzLKIwqo","pmtct_stat_o50_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","50+","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||50+|15+||Female|Positive|","DryHBpMNduU.cZB63VqilJU","pmtct_stat_o50_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","50+","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||Unknown Age|Unknown Age||Female|Negative|","DryHBpMNduU.XSFhvrdvW0E","pmtct_stat_unk_f_newneg_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","Unknown Age","Unknown Age","","Female","Negative","",FALSE
"PMTCT_STAT|N|DSD|||New||||Pregnant||Unknown Age|Unknown Age||Female|Positive|","DryHBpMNduU.gTNPMeLIuzT","pmtct_stat_unk_f_newpos_dsd","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||<10|<15||Female||","CY2dG3i4Q9m.lOY7nBKgG2H","pmtct_stat_u10_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","<10","<15","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant|||||Female||","CMX4Gh9jd9y.Jwb1SWomgpk","D_pmtct_stat_fy19_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","","","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||10-14|<15||Female||","CY2dG3i4Q9m.tfLs2DP45Ls","pmtct_stat_1014_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","10-14","<15","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||15-19|15+||Female||","CY2dG3i4Q9m.PYDtXtMwEBg","pmtct_stat_1519_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","15-19","15+","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||20-24|15+||Female||","CY2dG3i4Q9m.BNxBrkZHoIj","pmtct_stat_2024_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","20-24","15+","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||25-29|15+||Female||","CY2dG3i4Q9m.obKeFKv2IAj","pmtct_stat_2529_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","25-29","15+","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||30-34|15+||Female||","CY2dG3i4Q9m.RPkPQhCnMAg","pmtct_stat_3034_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","30-34","15+","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||35-39|15+||Female||","CY2dG3i4Q9m.tfDXz04qcnR","pmtct_stat_3539_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","35-39","15+","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||40-49|15+||Female||","CY2dG3i4Q9m.q3Vh5y7ALgr","pmtct_stat_4049_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","40-49","15+","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||50+|15+||Female||","CY2dG3i4Q9m.fV5tEN9m3a0","pmtct_stat_o50_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","50+","15+","","Female","","",FALSE
"PMTCT_STAT|N|TA|||||||Pregnant||Unknown Age|Unknown Age||Female||","CY2dG3i4Q9m.F7J23OynwjS","pmtct_stat_unk_f_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","","","","","Pregnant","","Unknown Age","Unknown Age","","Female","","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||<10|<15||Female|Positive|","fkbxmbBHvng.oFLXPRHztBa","pmtct_stat_u10_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","<10","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||10-14|<15||Female|Positive|","fkbxmbBHvng.FATw338XdmD","pmtct_stat_1014_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","10-14","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||15-19|15+||Female|Positive|","fkbxmbBHvng.CQz1usv1yjJ","pmtct_stat_1519_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","15-19","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||20-24|15+||Female|Positive|","fkbxmbBHvng.aluqwhKuVku","pmtct_stat_2024_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","20-24","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||25-29|15+||Female|Positive|","fkbxmbBHvng.FpFccVUBck2","pmtct_stat_2529_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","25-29","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||30-34|15+||Female|Positive|","fkbxmbBHvng.DCzXQHdDxVw","pmtct_stat_3034_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","30-34","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||35-39|15+||Female|Positive|","fkbxmbBHvng.ZWq488MmrC3","pmtct_stat_3539_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","35-39","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||40-49|15+||Female|Positive|","fkbxmbBHvng.h3amvGuBO0Z","pmtct_stat_4049_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","40-49","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||50+|15+||Female|Positive|","fkbxmbBHvng.ZfcrlkZli5n","pmtct_stat_o50_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","50+","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||Known||||Pregnant||Unknown Age|Unknown Age||Female|Positive|","fkbxmbBHvng.Tnh49iSr4Pj","pmtct_stat_unk_f_known_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","Known","","","","Pregnant","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||<10|<15||Female|Negative|","fkbxmbBHvng.I4Cl85U5Jph","pmtct_stat_u10_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","<10","<15","","Female","Negative","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||<10|<15||Female|Positive|","fkbxmbBHvng.y4ZlJeQNJnE","pmtct_stat_u10_f_newpos_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","<10","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||10-14|<15||Female|Negative|","fkbxmbBHvng.Wjm2Jejaqh2","pmtct_stat_1014_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","10-14","<15","","Female","Negative","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||10-14|<15||Female|Positive|","fkbxmbBHvng.PpWt03yRclQ","pmtct_stat_1014_f_newpos_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","10-14","<15","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||15-19|15+||Female|Negative|","fkbxmbBHvng.Cn4g5a16slF","pmtct_stat_1519_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","15-19","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||15-19|15+||Female|Positive|","fkbxmbBHvng.bGJGYyYer7f","pmtct_stat_1519_f_newpos_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","15-19","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||20-24|15+||Female|Negative|","fkbxmbBHvng.aPB9hvARz8F","pmtct_stat_2024_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","20-24","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||20-24|15+||Female|Positive|","fkbxmbBHvng.Dvi71PYwhYc","pmtct_stat_2024_f_newpos_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","20-24","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||25-29|15+||Female|Negative|","fkbxmbBHvng.NV4yIC2I2Zt","pmtct_stat_2529_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","25-29","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||25-29|15+||Female|Positive|","fkbxmbBHvng.fvRK9QqWpCE","pmtct_stat_2529_f_newpos_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","25-29","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||30-34|15+||Female|Negative|","fkbxmbBHvng.Gjv6YSoO3Og","pmtct_stat_3034_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","30-34","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||30-34|15+||Female|Positive|","fkbxmbBHvng.YyHmJqtHB03","pmtct_stat_3034_f_newpos_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","30-34","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||35-39|15+||Female|Negative|","fkbxmbBHvng.SvEiWh2HosA","pmtct_stat_3539_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","35-39","15+","","Female","Negative","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||35-39|15+||Female|Positive|","fkbxmbBHvng.EiAbsj5GHgc","pmtct_stat_3539_f_newpos_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","35-39","15+","","Female","Positive","",FALSE
"PMTCT_STAT|N|TA|||New||||Pregnant||40-49|15+||Female|Negative|","fkbxmbBHvng.l1f04B314eL","pmtct_stat_4049_f_newneg_ta","DisaggTool","PMTCT","PMTCT_STAT","N","","","New","","","","Pregnant","","40-49","15+","","Female","Negative","",FALSE
