DataPackKey,DataPackCode,DataPackFilename,DataPackTabName,indicator,numeratorDenom,Modality,KeyPop,KnownNewStatus,NewExistingART,Indication,TBStatus,pregBF,VMMCTechnique,Age,AggregatedAge,AggregatedAgeFlag,Sex,HIVStatus,otherDisagg,IMPATT
HTS_TST|N|OtherPITC||||||||25-29|15+||Male|Positive||FALSE,hts_tst_otherpitc_2529_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||30-34|15+||Female|Negative||FALSE,hts_tst_otherpitc_3034_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||30-34|15+||Female|Positive||FALSE,hts_tst_otherpitc_3034_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||30-34|15+||Male|Negative||FALSE,hts_tst_otherpitc_3034_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||30-34|15+||Male|Positive||FALSE,hts_tst_otherpitc_3034_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||35-39|15+||Female|Negative||FALSE,hts_tst_otherpitc_3539_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||35-39|15+||Female|Positive||FALSE,hts_tst_otherpitc_3539_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||35-39|15+||Male|Negative||FALSE,hts_tst_otherpitc_3539_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||35-39|15+||Male|Positive||FALSE,hts_tst_otherpitc_3539_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||40-49|15+||Female|Negative||FALSE,hts_tst_otherpitc_4049_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||40-49|15+||Female|Positive||FALSE,hts_tst_otherpitc_4049_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||40-49|15+||Male|Negative||FALSE,hts_tst_otherpitc_4049_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||40-49|15+||Male|Positive||FALSE,hts_tst_otherpitc_4049_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||50+|15+||Female|Negative||FALSE,hts_tst_otherpitc_o50_f_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||50+|15+||Female|Positive||FALSE,hts_tst_otherpitc_o50_f_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||50+|15+||Male|Negative||FALSE,hts_tst_otherpitc_o50_m_neg,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||50+|15+||Male|Positive||FALSE,hts_tst_otherpitc_o50_m_pos,HTS_DisaggTool,OtherPITC,HTS_TST,N,OtherPITC,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,OtherPITC,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,OtherPITC,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|OtherPITC||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,OtherPITC,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|OtherPITC||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,OtherPITC,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|Pediatric||||||||<5|<15||Unknown Sex|Negative||FALSE,D_hts_tst_neg_pediatric_u15_fy19,HTS_DisaggTool,PediatricServices,HTS_TST,N,Pediatric,,,,,,,,<5,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|Pediatric||||||||<5|<15||Unknown Sex|Positive||FALSE,D_hts_tst_pos_pediatric_u15_fy19,HTS_DisaggTool,PediatricServices,HTS_TST,N,Pediatric,,,,,,,,<5,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||<1|<15||Female|Negative||FALSE,hts_tst_pmtctanc_u1_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,<1,<15,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||<1|<15||Female|Positive||FALSE,hts_tst_pmtctanc_u1_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,<1,<15,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||1-9|<15||Female|Negative||FALSE,hts_tst_pmtctanc_0109_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,1-9,<15,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||1-9|<15||Female|Positive||FALSE,hts_tst_pmtctanc_0109_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,1-9,<15,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||10-14|<15||Female|Negative||FALSE,hts_tst_pmtctanc_1014_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||10-14|<15||Female|Positive||FALSE,hts_tst_pmtctanc_1014_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||15-19|15+||Female|Negative||FALSE,hts_tst_pmtctanc_1519_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||15-19|15+||Female|Positive||FALSE,hts_tst_pmtctanc_1519_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||20-24|15+||Female|Negative||FALSE,hts_tst_pmtctanc_2024_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||20-24|15+||Female|Positive||FALSE,hts_tst_pmtctanc_2024_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||25-29|15+||Female|Negative||FALSE,hts_tst_pmtctanc_2529_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||25-29|15+||Female|Positive||FALSE,hts_tst_pmtctanc_2529_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||30-34|15+||Female|Negative||FALSE,hts_tst_pmtctanc_3034_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||30-34|15+||Female|Positive||FALSE,hts_tst_pmtctanc_3034_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||35-39|15+||Female|Negative||FALSE,hts_tst_pmtctanc_3539_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||35-39|15+||Female|Positive||FALSE,hts_tst_pmtctanc_3539_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||40-49|15+||Female|Negative||FALSE,hts_tst_pmtctanc_4049_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||40-49|15+||Female|Positive||FALSE,hts_tst_pmtctanc_4049_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||50+|15+||Female|Negative||FALSE,hts_tst_pmtctanc_o50_f_neg,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||50+|15+||Female|Positive||FALSE,hts_tst_pmtctanc_o50_f_pos,HTS_DisaggTool,PMTCTANC,HTS_TST,N,PMTCT ANC,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|PMTCT ANC||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,PMTCT ANC,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|PMTCT ANC||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,PMTCT ANC,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||<1|<15||Unknown Sex|Negative||FALSE,hts_tst_sti_u1_unk_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,<1,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||<1|<15||Unknown Sex|Positive||FALSE,hts_tst_sti_u1_unk_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||1-9|<15||Unknown Sex|Negative||FALSE,hts_tst_sti_0109_unk_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,1-9,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||1-9|<15||Unknown Sex|Positive||FALSE,hts_tst_sti_0109_unk_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||10-14|<15||Female|Negative||FALSE,hts_tst_sti_1014_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||10-14|<15||Female|Positive||FALSE,hts_tst_sti_1014_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||10-14|<15||Male|Negative||FALSE,hts_tst_sti_1014_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||10-14|<15||Male|Positive||FALSE,hts_tst_sti_1014_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||15-19|15+||Female|Negative||FALSE,hts_tst_sti_1519_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||15-19|15+||Female|Positive||FALSE,hts_tst_sti_1519_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||15-19|15+||Male|Negative||FALSE,hts_tst_sti_1519_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||15-19|15+||Male|Positive||FALSE,hts_tst_sti_1519_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||20-24|15+||Female|Negative||FALSE,hts_tst_sti_2024_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||20-24|15+||Female|Positive||FALSE,hts_tst_sti_2024_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||20-24|15+||Male|Negative||FALSE,hts_tst_sti_2024_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||20-24|15+||Male|Positive||FALSE,hts_tst_sti_2024_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||25-29|15+||Female|Negative||FALSE,hts_tst_sti_2529_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||25-29|15+||Female|Positive||FALSE,hts_tst_sti_2529_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||25-29|15+||Male|Negative||FALSE,hts_tst_sti_2529_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,25-29,15+,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||25-29|15+||Male|Positive||FALSE,hts_tst_sti_2529_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||30-34|15+||Female|Negative||FALSE,hts_tst_sti_3034_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||30-34|15+||Female|Positive||FALSE,hts_tst_sti_3034_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||30-34|15+||Male|Negative||FALSE,hts_tst_sti_3034_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||30-34|15+||Male|Positive||FALSE,hts_tst_sti_3034_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||35-39|15+||Female|Negative||FALSE,hts_tst_sti_3539_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||35-39|15+||Female|Positive||FALSE,hts_tst_sti_3539_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||35-39|15+||Male|Negative||FALSE,hts_tst_sti_3539_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||35-39|15+||Male|Positive||FALSE,hts_tst_sti_3539_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||40-49|15+||Female|Negative||FALSE,hts_tst_sti_4049_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||40-49|15+||Female|Positive||FALSE,hts_tst_sti_4049_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||40-49|15+||Male|Negative||FALSE,hts_tst_sti_4049_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||40-49|15+||Male|Positive||FALSE,hts_tst_sti_4049_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||50+|15+||Female|Negative||FALSE,hts_tst_sti_o50_f_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,50+,15+,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||50+|15+||Female|Positive||FALSE,hts_tst_sti_o50_f_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,50+,15+,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||50+|15+||Male|Negative||FALSE,hts_tst_sti_o50_m_neg,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,50+,15+,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||50+|15+||Male|Positive||FALSE,hts_tst_sti_o50_m_pos,HTS_DisaggTool,STI,HTS_TST,N,STI Clinic,,,,,,,,50+,15+,,Male,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,HTS_TST,N,STI Clinic,,,,,,,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,HTS_TST,N,STI Clinic,,,,,,,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
HTS_TST|N|STI Clinic||||||||Unknown Age|Unknown Age||Male|Negative||FALSE,,,,HTS_TST,N,STI Clinic,,,,,,,,Unknown Age,Unknown Age,,Male,Negative,,FALSE
HTS_TST|N|STI Clinic||||||||Unknown Age|Unknown Age||Male|Positive||FALSE,,,,HTS_TST,N,STI Clinic,,,,,,,,Unknown Age,Unknown Age,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||<1|<15||Unknown Sex|Negative||FALSE,hts_tst_tbclinic_u1_unk_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,<1,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|TBClinic||||||||<1|<15||Unknown Sex|Positive||FALSE,hts_tst_tbclinic_u1_unk_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,<1,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|TBClinic||||||||1-9|<15||Unknown Sex|Negative||FALSE,hts_tst_tbclinic_0109_unk_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,1-9,<15,,Unknown Sex,Negative,,FALSE
HTS_TST|N|TBClinic||||||||1-9|<15||Unknown Sex|Positive||FALSE,hts_tst_tbclinic_0109_unk_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,1-9,<15,,Unknown Sex,Positive,,FALSE
HTS_TST|N|TBClinic||||||||10-14|<15||Female|Negative||FALSE,hts_tst_tbclinic_1014_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,10-14,<15,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||10-14|<15||Female|Positive||FALSE,hts_tst_tbclinic_1014_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,10-14,<15,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||10-14|<15||Male|Negative||FALSE,hts_tst_tbclinic_1014_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,10-14,<15,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||10-14|<15||Male|Positive||FALSE,hts_tst_tbclinic_1014_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,10-14,<15,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||15-19|15+||Female|Negative||FALSE,hts_tst_tbclinic_1519_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,15-19,15+,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||15-19|15+||Female|Positive||FALSE,hts_tst_tbclinic_1519_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,15-19,15+,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||15-19|15+||Male|Negative||FALSE,hts_tst_tbclinic_1519_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,15-19,15+,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||15-19|15+||Male|Positive||FALSE,hts_tst_tbclinic_1519_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,15-19,15+,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||20-24|15+||Female|Negative||FALSE,hts_tst_tbclinic_2024_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,20-24,15+,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||20-24|15+||Female|Positive||FALSE,hts_tst_tbclinic_2024_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,20-24,15+,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||20-24|15+||Male|Negative||FALSE,hts_tst_tbclinic_2024_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,20-24,15+,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||20-24|15+||Male|Positive||FALSE,hts_tst_tbclinic_2024_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,20-24,15+,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||25-29|15+||Female|Negative||FALSE,hts_tst_tbclinic_2529_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,25-29,15+,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||25-29|15+||Female|Positive||FALSE,hts_tst_tbclinic_2529_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,25-29,15+,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||25-29|15+||Male|Negative||FALSE,hts_tst_tbclinic_2529_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,25-29,15+,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||25-29|15+||Male|Positive||FALSE,hts_tst_tbclinic_2529_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,25-29,15+,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||30-34|15+||Female|Negative||FALSE,hts_tst_tbclinic_3034_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,30-34,15+,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||30-34|15+||Female|Positive||FALSE,hts_tst_tbclinic_3034_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,30-34,15+,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||30-34|15+||Male|Negative||FALSE,hts_tst_tbclinic_3034_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,30-34,15+,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||30-34|15+||Male|Positive||FALSE,hts_tst_tbclinic_3034_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,30-34,15+,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||35-39|15+||Female|Negative||FALSE,hts_tst_tbclinic_3539_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,35-39,15+,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||35-39|15+||Female|Positive||FALSE,hts_tst_tbclinic_3539_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,35-39,15+,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||35-39|15+||Male|Negative||FALSE,hts_tst_tbclinic_3539_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,35-39,15+,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||35-39|15+||Male|Positive||FALSE,hts_tst_tbclinic_3539_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,35-39,15+,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||40-49|15+||Female|Negative||FALSE,hts_tst_tbclinic_4049_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,40-49,15+,,Female,Negative,,FALSE
HTS_TST|N|TBClinic||||||||40-49|15+||Female|Positive||FALSE,hts_tst_tbclinic_4049_f_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,40-49,15+,,Female,Positive,,FALSE
HTS_TST|N|TBClinic||||||||40-49|15+||Male|Negative||FALSE,hts_tst_tbclinic_4049_m_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,40-49,15+,,Male,Negative,,FALSE
HTS_TST|N|TBClinic||||||||40-49|15+||Male|Positive||FALSE,hts_tst_tbclinic_4049_m_pos,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,40-49,15+,,Male,Positive,,FALSE
HTS_TST|N|TBClinic||||||||50+|15+||Female|Negative||FALSE,hts_tst_tbclinic_o50_f_neg,HTS_DisaggTool,TBClinic,HTS_TST,N,TBClinic,,,,,,,,50+,15+,,Female,Negative,,FALSE
